Type, Module, SOC(%), VDC[V], Avg-dV[V], Avg-dI[A], Temp[deg], R_1Hz, X_1Hz, R_2Hz, X_2Hz, R_4Hz, X_4Hz, R_8Hz, X_8Hz, R_16Hz, X_16Hz, R_31Hz, X_31Hz, R_62Hz, X_62Hz, R_125Hz, X_125Hz, R_250Hz, X_250Hz, R_500Hz, X_500Hz, R_1kHz, X_1kHz
0, 0,  98.0,  20.05,  0.059, 1.547, 26.14, 0.040050, 0.000400, 0.039207, 0.000194, 0.039110, -0.000255, 0.038839, -0.000553, 0.038478, -0.000645, 0.038117, -0.000652, 0.037772, -0.000593, 0.037418, -0.000407, 0.037154, -0.000076, 0.036974, 0.000553, 0.037068, 0.001726, 
0, 0,  98.0,  20.12,  0.059, 1.548, 26.15, 0.039482, 0.001192, 0.039555, 0.000247, 0.039120, -0.000322, 0.038837, -0.000522, 0.038473, -0.000643, 0.038119, -0.000661, 0.037754, -0.000586, 0.037434, -0.000424, 0.037148, -0.000067, 0.036949, 0.000566, 0.037086, 0.001672, 
0, 0,  98.0,  20.11,  0.059, 1.548, 26.21, 0.040198, 0.001302, 0.039344, 0.000014, 0.039190, -0.000327, 0.038826, -0.000548, 0.038479, -0.000647, 0.038121, -0.000665, 0.037768, -0.000609, 0.037438, -0.000415, 0.037134, -0.000074, 0.036938, 0.000540, 0.037060, 0.001694, 
0, 0,  98.0,  20.12,  0.059, 1.548, 26.26, 0.040200, 0.001306, 0.039350, 0.000013, 0.039193, -0.000328, 0.038830, -0.000552, 0.038482, -0.000647, 0.038116, -0.000667, 0.037768, -0.000600, 0.037438, -0.000415, 0.037129, -0.000102, 0.036959, 0.000530, 0.037063, 0.001654, 
0, 0,  98.0,  20.12,  0.059, 1.548, 26.24, 0.040206, 0.001298, 0.039350, 0.000013, 0.039194, -0.000330, 0.038829, -0.000551, 0.038480, -0.000648, 0.038120, -0.000668, 0.037766, -0.000608, 0.037439, -0.000427, 0.037152, -0.000082, 0.036954, 0.000539, 0.037067, 0.001669, 
0, 0,  98.0,  20.03,  0.059, 1.549, 26.24, 0.040208, 0.001301, 0.039353, 0.000012, 0.039195, -0.000329, 0.038829, -0.000550, 0.038481, -0.000647, 0.038122, -0.000669, 0.037774, -0.000603, 0.037438, -0.000424, 0.037142, -0.000084, 0.036927, 0.000520, 0.037044, 0.001699, 
0, 0,  98.0,  20.08,  0.059, 1.548, 26.26, 0.040211, 0.001302, 0.039357, 0.000011, 0.039200, -0.000330, 0.038835, -0.000553, 0.038487, -0.000649, 0.038122, -0.000672, 0.037770, -0.000609, 0.037442, -0.000428, 0.037130, -0.000095, 0.036956, 0.000479, 0.037077, 0.001662, 
0, 0,  98.0,  20.11,  0.059, 1.548, 26.29, 0.040216, 0.001295, 0.039360, 0.000012, 0.039204, -0.000334, 0.038837, -0.000552, 0.038488, -0.000652, 0.038123, -0.000671, 0.037766, -0.000612, 0.037436, -0.000440, 0.037148, -0.000112, 0.036936, 0.000497, 0.037044, 0.001647, 
0, 0,  98.0,  20.03,  0.059, 1.548, 26.24, 0.040216, 0.001305, 0.039368, 0.000009, 0.039209, -0.000333, 0.038844, -0.000556, 0.038486, -0.000651, 0.038127, -0.000672, 0.037779, -0.000605, 0.037432, -0.000416, 0.037137, -0.000111, 0.036946, 0.000518, 0.037054, 0.001650, 
0, 0,  98.0,  20.13,  0.059, 1.549, 26.24, 0.040221, 0.001298, 0.039365, 0.000009, 0.039204, -0.000333, 0.038838, -0.000555, 0.038489, -0.000651, 0.038128, -0.000673, 0.037771, -0.000606, 0.037442, -0.000430, 0.037136, -0.000091, 0.036937, 0.000498, 0.037048, 0.001591, 
0, 0,  98.0,  20.03,  0.059, 1.548, 26.20, 0.040226, 0.001292, 0.039368, 0.000010, 0.039212, -0.000336, 0.038845, -0.000555, 0.038494, -0.000653, 0.038124, -0.000673, 0.037770, -0.000614, 0.037446, -0.000445, 0.037160, -0.000120, 0.036959, 0.000496, 0.037032, 0.001649, 
0, 0,  98.0,  20.07,  0.059, 1.548, 26.19, 0.040228, 0.001294, 0.039370, 0.000009, 0.039211, -0.000336, 0.038841, -0.000555, 0.038493, -0.000652, 0.038130, -0.000674, 0.037780, -0.000619, 0.037449, -0.000435, 0.037157, -0.000096, 0.036943, 0.000504, 0.037061, 0.001608, 
0, 0,  98.0,  20.10,  0.059, 1.549, 26.14, 0.040230, 0.001297, 0.039372, 0.000006, 0.039211, -0.000336, 0.038843, -0.000557, 0.038491, -0.000653, 0.038131, -0.000677, 0.037777, -0.000608, 0.037446, -0.000433, 0.037143, -0.000096, 0.036933, 0.000491, 0.037031, 0.001562, 
0, 0,  98.0,  20.11,  0.059, 1.548, 26.09, 0.040233, 0.001299, 0.039378, 0.000006, 0.039217, -0.000338, 0.038849, -0.000559, 0.038497, -0.000655, 0.038133, -0.000675, 0.037782, -0.000614, 0.037448, -0.000434, 0.037135, -0.000107, 0.036961, 0.000473, 0.037061, 0.001644, 
0, 0,  98.0,  20.11,  0.059, 1.548, 26.16, 0.040238, 0.001291, 0.039379, 0.000006, 0.039219, -0.000339, 0.038850, -0.000558, 0.038500, -0.000655, 0.038136, -0.000674, 0.037782, -0.000617, 0.037453, -0.000440, 0.037160, -0.000113, 0.036950, 0.000475, 0.037031, 0.001620, 
0, 0,  98.0,  20.11,  0.059, 1.549, 26.19, 0.040241, 0.001294, 0.039381, 0.000005, 0.039218, -0.000339, 0.038848, -0.000559, 0.038495, -0.000653, 0.038132, -0.000676, 0.037778, -0.000614, 0.037454, -0.000439, 0.037149, -0.000118, 0.036937, 0.000472, 0.037037, 0.001587, 
0, 0,  98.0,  20.09,  0.059, 1.549, 26.19, 0.040243, 0.001297, 0.039385, 0.000004, 0.039221, -0.000339, 0.038851, -0.000560, 0.038499, -0.000656, 0.038139, -0.000677, 0.037781, -0.000615, 0.037455, -0.000439, 0.037139, -0.000106, 0.036946, 0.000469, 0.037061, 0.001593, 
0, 0,  98.0,  20.06,  0.059, 1.548, 26.22, 0.040249, 0.001289, 0.039389, 0.000004, 0.039228, -0.000340, 0.038857, -0.000560, 0.038506, -0.000656, 0.038136, -0.000678, 0.037783, -0.000613, 0.037451, -0.000449, 0.037167, -0.000110, 0.036959, 0.000487, 0.037029, 0.001563, 
0, 0,  98.0,  20.04,  0.059, 1.548, 26.15, 0.040251, 0.001290, 0.039390, 0.000003, 0.039228, -0.000342, 0.038858, -0.000560, 0.038505, -0.000656, 0.038142, -0.000678, 0.037783, -0.000620, 0.037458, -0.000445, 0.037157, -0.000114, 0.036943, 0.000482, 0.037059, 0.001597, 
0, 0,  98.0,  20.11,  0.059, 1.549, 26.18, 0.040253, 0.001294, 0.039392, 0.000003, 0.039227, -0.000343, 0.038855, -0.000561, 0.038502, -0.000654, 0.038141, -0.000677, 0.037791, -0.000620, 0.037453, -0.000436, 0.037147, -0.000107, 0.036942, 0.000458, 0.037032, 0.001563, 
0, 0,  98.0,  20.11,  0.059, 1.547, 26.17, 0.040258, 0.001287, 0.039396, 0.000002, 0.039233, -0.000344, 0.038863, -0.000565, 0.038507, -0.000658, 0.038141, -0.000680, 0.037786, -0.000616, 0.037454, -0.000453, 0.037170, -0.000122, 0.036961, 0.000442, 0.037034, 0.001538, 
0, 0,  98.0,  20.09,  0.059, 1.548, 26.13, 0.040259, 0.001288, 0.039398, 0.000001, 0.039235, -0.000344, 0.038863, -0.000563, 0.038511, -0.000659, 0.038144, -0.000681, 0.037783, -0.000621, 0.037463, -0.000454, 0.037166, -0.000123, 0.036953, 0.000481, 0.037047, 0.001576, 
0, 0,  98.0,  20.04,  0.059, 1.549, 26.15, 0.040260, 0.001292, 0.039399, 0.000000, 0.039232, -0.000344, 0.038860, -0.000563, 0.038505, -0.000658, 0.038142, -0.000679, 0.037792, -0.000620, 0.037463, -0.000433, 0.037160, -0.000120, 0.036939, 0.000468, 0.037025, 0.001591, 
0, 0,  98.0,  20.11,  0.059, 1.548, 26.14, 0.040263, 0.001294, 0.039402, -0.000000, 0.039236, -0.000344, 0.038864, -0.000565, 0.038511, -0.000658, 0.038150, -0.000682, 0.037790, -0.000618, 0.037461, -0.000441, 0.037141, -0.000122, 0.036961, 0.000447, 0.037058, 0.001580, 
0, 0,  98.0,  20.11,  0.059, 1.548, 26.16, 0.040268, 0.001286, 0.039405, 0.000001, 0.039242, -0.000347, 0.038870, -0.000564, 0.038515, -0.000660, 0.038143, -0.000679, 0.037793, -0.000622, 0.037463, -0.000445, 0.037166, -0.000125, 0.036963, 0.000450, 0.037022, 0.001572, 
0, 0,  98.0,  20.11,  0.059, 1.548, 26.11, 0.040270, 0.001288, 0.039407, -0.000001, 0.039243, -0.000346, 0.038868, -0.000564, 0.038515, -0.000660, 0.038149, -0.000682, 0.037791, -0.000622, 0.037464, -0.000452, 0.037162, -0.000113, 0.036943, 0.000484, 0.037048, 0.001594, 
0, 0,  98.0,  20.10,  0.059, 1.549, 26.14, 0.040273, 0.001291, 0.039409, -0.000002, 0.039242, -0.000345, 0.038867, -0.000564, 0.038513, -0.000659, 0.038149, -0.000680, 0.037801, -0.000621, 0.037462, -0.000439, 0.037156, -0.000131, 0.036950, 0.000446, 0.037039, 0.001557, 
0, 0,  98.0,  20.02,  0.059, 1.547, 26.13, 0.040277, 0.001283, 0.039412, -0.000002, 0.039248, -0.000348, 0.038874, -0.000567, 0.038519, -0.000660, 0.038151, -0.000681, 0.037792, -0.000620, 0.037464, -0.000458, 0.037175, -0.000145, 0.036966, 0.000427, 0.037014, 0.001525, 
0, 0,  98.0,  20.10,  0.059, 1.548, 26.10, 0.040280, 0.001286, 0.039415, -0.000003, 0.039248, -0.000349, 0.038875, -0.000568, 0.038520, -0.000663, 0.038153, -0.000680, 0.037796, -0.000628, 0.037463, -0.000459, 0.037173, -0.000136, 0.036965, 0.000443, 0.037048, 0.001557, 
0, 0,  98.0,  20.10,  0.059, 1.548, 26.09, 0.040281, 0.001287, 0.039417, -0.000004, 0.039248, -0.000349, 0.038872, -0.000567, 0.038517, -0.000662, 0.038151, -0.000682, 0.037800, -0.000622, 0.037465, -0.000450, 0.037170, -0.000137, 0.036969, 0.000469, 0.037024, 0.001563, 
0, 0,  98.0,  20.01,  0.059, 1.548, 26.01, 0.040283, 0.001290, 0.039420, -0.000005, 0.039250, -0.000350, 0.038877, -0.000568, 0.038519, -0.000662, 0.038158, -0.000687, 0.037794, -0.000625, 0.037469, -0.000457, 0.037166, -0.000134, 0.036942, 0.000451, 0.037050, 0.001550, 
0, 0,  98.0,  20.09,  0.059, 1.548, 25.98, 0.040285, 0.001294, 0.039423, -0.000006, 0.039255, -0.000351, 0.038880, -0.000571, 0.038524, -0.000665, 0.038156, -0.000685, 0.037804, -0.000621, 0.037464, -0.000441, 0.037157, -0.000136, 0.036944, 0.000423, 0.037039, 0.001539, 
0, 0,  98.0,  20.10,  0.059, 1.548, 25.99, 0.040290, 0.001285, 0.039425, -0.000005, 0.039256, -0.000352, 0.038881, -0.000570, 0.038525, -0.000662, 0.038160, -0.000686, 0.037795, -0.000625, 0.037468, -0.000462, 0.037177, -0.000151, 0.036973, 0.000428, 0.037024, 0.001544, 
0, 0,  98.0,  20.06,  0.059, 1.549, 26.01, 0.040292, 0.001288, 0.039426, -0.000006, 0.039256, -0.000351, 0.038878, -0.000569, 0.038524, -0.000661, 0.038159, -0.000681, 0.037808, -0.000630, 0.037473, -0.000455, 0.037177, -0.000124, 0.036950, 0.000458, 0.037042, 0.001553, 
0, 0,  98.0,  20.08,  0.059, 1.548, 26.01, 0.040295, 0.001291, 0.039431, -0.000008, 0.039260, -0.000353, 0.038884, -0.000572, 0.038530, -0.000664, 0.038164, -0.000687, 0.037805, -0.000627, 0.037475, -0.000455, 0.037159, -0.000135, 0.036950, 0.000413, 0.037023, 0.001544, 
0, 0,  98.0,  19.99,  0.059, 1.547, 26.03, 0.040297, 0.001293, 0.039435, -0.000009, 0.039266, -0.000352, 0.038889, -0.000573, 0.038532, -0.000665, 0.038168, -0.000685, 0.037811, -0.000619, 0.037470, -0.000446, 0.037157, -0.000136, 0.036970, 0.000442, 0.037044, 0.001510, 
0, 0,  98.0,  20.10,  0.059, 1.548, 26.02, 0.040302, 0.001286, 0.039435, -0.000007, 0.039265, -0.000353, 0.038886, -0.000571, 0.038530, -0.000664, 0.038165, -0.000685, 0.037804, -0.000628, 0.037476, -0.000461, 0.037182, -0.000135, 0.036977, 0.000459, 0.037044, 0.001540, 
0, 0,  98.0,  20.10,  0.059, 1.548, 26.06, 0.040303, 0.001289, 0.039437, -0.000009, 0.039265, -0.000355, 0.038888, -0.000573, 0.038533, -0.000665, 0.038168, -0.000685, 0.037811, -0.000629, 0.037478, -0.000450, 0.037178, -0.000122, 0.036953, 0.000441, 0.037023, 0.001533, 
0, 0,  98.0,  20.08,  0.059, 1.548, 26.08, 0.040306, 0.001290, 0.039442, -0.000010, 0.039271, -0.000354, 0.038893, -0.000574, 0.038538, -0.000666, 0.038167, -0.000685, 0.037818, -0.000624, 0.037475, -0.000445, 0.037162, -0.000148, 0.036958, 0.000426, 0.037061, 0.001523, 
0, 0,  98.0,  20.10,  0.059, 1.548, 26.09, 0.040311, 0.001283, 0.039443, -0.000010, 0.039271, -0.000356, 0.038894, -0.000574, 0.038538, -0.000666, 0.038171, -0.000687, 0.037810, -0.000624, 0.037479, -0.000455, 0.037184, -0.000132, 0.036978, 0.000423, 0.037022, 0.001509, 
0, 0,  98.0,  20.00,  0.059, 1.549, 26.05, 0.040313, 0.001285, 0.039444, -0.000011, 0.039271, -0.000355, 0.038892, -0.000574, 0.038535, -0.000665, 0.038171, -0.000687, 0.037815, -0.000629, 0.037483, -0.000455, 0.037180, -0.000124, 0.036964, 0.000463, 0.037045, 0.001540, 
