Type, Module, SOC(%), VDC[V], Avg-dV[V], Avg-dI[A], Temp[deg], R_1Hz, X_1Hz, R_2Hz, X_2Hz, R_4Hz, X_4Hz, R_8Hz, X_8Hz, R_16Hz, X_16Hz, R_31Hz, X_31Hz, R_62Hz, X_62Hz, R_125Hz, X_125Hz, R_250Hz, X_250Hz, R_500Hz, X_500Hz, R_1kHz, X_1kHz
0, 0,  98.0,  20.75,  0.055, 1.601, 24.39, 0.034225, 0.000521, 0.034847, 0.000287, 0.034692, 0.000159, 0.034574, -0.000107, 0.034430, -0.000284, 0.034201, -0.000363, 0.033944, -0.000325, 0.033719, -0.000168, 0.033550, 0.000183, 0.033505, 0.000807, 0.033844, 0.001962, 
0, 0,  98.0,  20.84,  0.055, 1.600, 24.47, 0.034772, 0.001253, 0.034689, 0.000593, 0.034712, 0.000107, 0.034590, -0.000127, 0.034425, -0.000284, 0.034210, -0.000364, 0.033942, -0.000336, 0.033697, -0.000163, 0.033544, 0.000182, 0.033504, 0.000832, 0.033833, 0.001932, 
0, 0,  98.0,  20.77,  0.055, 1.602, 24.52, 0.035297, 0.001365, 0.034655, 0.000311, 0.034685, 0.000067, 0.034566, -0.000130, 0.034424, -0.000284, 0.034203, -0.000373, 0.033953, -0.000343, 0.033718, -0.000161, 0.033530, 0.000188, 0.033481, 0.000836, 0.033824, 0.001944, 
0, 0,  98.0,  20.85,  0.055, 1.601, 24.54, 0.035293, 0.001372, 0.034654, 0.000311, 0.034683, 0.000067, 0.034566, -0.000132, 0.034424, -0.000284, 0.034199, -0.000373, 0.033952, -0.000345, 0.033716, -0.000164, 0.033520, 0.000185, 0.033494, 0.000795, 0.033846, 0.001898, 
0, 0,  98.0,  20.80,  0.055, 1.601, 24.56, 0.035295, 0.001365, 0.034651, 0.000312, 0.034682, 0.000067, 0.034565, -0.000130, 0.034423, -0.000285, 0.034201, -0.000372, 0.033940, -0.000344, 0.033717, -0.000177, 0.033546, 0.000173, 0.033503, 0.000779, 0.033816, 0.001840, 
0, 0,  98.0,  20.75,  0.055, 1.603, 24.58, 0.035293, 0.001367, 0.034651, 0.000312, 0.034680, 0.000066, 0.034562, -0.000130, 0.034418, -0.000285, 0.034195, -0.000374, 0.033945, -0.000343, 0.033715, -0.000168, 0.033532, 0.000183, 0.033477, 0.000818, 0.033835, 0.001899, 
0, 0,  98.0,  20.85,  0.055, 1.602, 24.56, 0.035292, 0.001369, 0.034651, 0.000312, 0.034681, 0.000067, 0.034563, -0.000131, 0.034423, -0.000283, 0.034200, -0.000374, 0.033949, -0.000349, 0.033715, -0.000169, 0.033525, 0.000187, 0.033479, 0.000783, 0.033813, 0.001855, 
0, 0,  98.0,  20.76,  0.055, 1.602, 24.54, 0.035293, 0.001362, 0.034650, 0.000313, 0.034682, 0.000067, 0.034565, -0.000129, 0.034423, -0.000284, 0.034197, -0.000372, 0.033938, -0.000346, 0.033710, -0.000189, 0.033530, 0.000139, 0.033476, 0.000797, 0.033804, 0.001889, 
0, 0,  98.0,  20.84,  0.055, 1.601, 24.57, 0.035289, 0.001371, 0.034653, 0.000311, 0.034684, 0.000068, 0.034567, -0.000131, 0.034420, -0.000285, 0.034202, -0.000374, 0.033951, -0.000341, 0.033713, -0.000170, 0.033519, 0.000183, 0.033483, 0.000778, 0.033825, 0.001798, 
0, 0,  98.0,  20.77,  0.055, 1.603, 24.56, 0.035291, 0.001366, 0.034649, 0.000312, 0.034679, 0.000066, 0.034563, -0.000130, 0.034421, -0.000285, 0.034201, -0.000375, 0.033952, -0.000350, 0.033720, -0.000170, 0.033526, 0.000180, 0.033475, 0.000782, 0.033793, 0.001868, 
