Type, Module, SOC(%), VDC[V], Avg-dV[V], Avg-dI[A], Temp[deg], R_1Hz, X_1Hz, R_2Hz, X_2Hz, R_4Hz, X_4Hz, R_8Hz, X_8Hz, R_16Hz, X_16Hz, R_31Hz, X_31Hz, R_62Hz, X_62Hz, R_125Hz, X_125Hz, R_250Hz, X_250Hz, R_500Hz, X_500Hz, R_1kHz, X_1kHz
0, 0,  98.0,  20.75,  0.058, 1.601, 25.18, 0.037503, 0.000927, 0.036745, 0.000299, 0.036793, 0.000043, 0.036661, -0.000151, 0.036509, -0.000312, 0.036267, -0.000396, 0.035997, -0.000356, 0.035769, -0.000202, 0.035585, 0.000124, 0.035517, 0.000734, 0.035753, 0.001846, 
0, 0,  98.0,  20.82,  0.058, 1.601, 25.17, 0.037000, 0.001567, 0.036943, 0.000354, 0.036780, 0.000140, 0.036662, -0.000136, 0.036505, -0.000313, 0.036270, -0.000401, 0.036011, -0.000361, 0.035744, -0.000199, 0.035584, 0.000126, 0.035489, 0.000738, 0.035785, 0.001822, 
0, 0,  98.0,  20.81,  0.058, 1.602, 25.19, 0.037454, 0.001438, 0.036772, 0.000317, 0.036799, 0.000057, 0.036667, -0.000153, 0.036509, -0.000315, 0.036271, -0.000403, 0.036010, -0.000375, 0.035774, -0.000197, 0.035568, 0.000125, 0.035489, 0.000716, 0.035756, 0.001759, 
0, 0,  98.0,  20.72,  0.058, 1.602, 25.18, 0.037454, 0.001441, 0.036774, 0.000317, 0.036801, 0.000057, 0.036669, -0.000155, 0.036510, -0.000314, 0.036268, -0.000404, 0.036007, -0.000377, 0.035772, -0.000201, 0.035557, 0.000113, 0.035512, 0.000675, 0.035762, 0.001806, 
0, 0,  98.0,  20.82,  0.058, 1.602, 25.20, 0.037457, 0.001434, 0.036772, 0.000317, 0.036799, 0.000056, 0.036666, -0.000153, 0.036506, -0.000315, 0.036269, -0.000403, 0.036009, -0.000379, 0.035774, -0.000210, 0.035587, 0.000122, 0.035501, 0.000722, 0.035755, 0.001763, 
0, 0,  98.0,  20.82,  0.058, 1.603, 25.22, 0.037456, 0.001437, 0.036772, 0.000317, 0.036799, 0.000056, 0.036665, -0.000155, 0.036506, -0.000314, 0.036271, -0.000405, 0.036006, -0.000373, 0.035771, -0.000207, 0.035570, 0.000113, 0.035474, 0.000682, 0.035736, 0.001750, 
0, 0,  98.0,  20.78,  0.058, 1.602, 25.17, 0.037454, 0.001439, 0.036774, 0.000317, 0.036801, 0.000055, 0.036669, -0.000154, 0.036510, -0.000317, 0.036267, -0.000406, 0.036012, -0.000379, 0.035772, -0.000201, 0.035560, 0.000116, 0.035492, 0.000686, 0.035766, 0.001752, 
0, 0,  98.0,  20.82,  0.058, 1.602, 25.16, 0.037457, 0.001432, 0.036772, 0.000316, 0.036799, 0.000055, 0.036667, -0.000155, 0.036509, -0.000317, 0.036269, -0.000407, 0.036001, -0.000375, 0.035761, -0.000224, 0.035577, 0.000092, 0.035475, 0.000691, 0.035729, 0.001690, 
0, 0,  98.0,  20.71,  0.058, 1.602, 25.12, 0.037454, 0.001442, 0.036776, 0.000316, 0.036803, 0.000057, 0.036671, -0.000156, 0.036505, -0.000315, 0.036267, -0.000404, 0.036012, -0.000377, 0.035755, -0.000198, 0.035571, 0.000094, 0.035482, 0.000702, 0.035754, 0.001767, 
0, 0,  98.0,  20.82,  0.058, 1.602, 25.12, 0.037456, 0.001436, 0.036774, 0.000315, 0.036799, 0.000056, 0.036667, -0.000156, 0.036508, -0.000317, 0.036271, -0.000408, 0.036004, -0.000374, 0.035772, -0.000215, 0.035562, 0.000111, 0.035477, 0.000680, 0.035736, 0.001683, 
