Type, Module, SOC(%), VDC[V], Avg-dV[V], Avg-dI[A], Temp[deg], R_1Hz, X_1Hz, R_2Hz, X_2Hz, R_4Hz, X_4Hz, R_8Hz, X_8Hz, R_16Hz, X_16Hz, R_31Hz, X_31Hz, R_62Hz, X_62Hz, R_125Hz, X_125Hz, R_250Hz, X_250Hz, R_500Hz, X_500Hz, R_1kHz, X_1kHz
0, 0,  98.0,  19.53,  0.057, 1.504, 25.21, 0.040428, 0.000550, 0.039284, -0.000715, 0.038397, -0.000832, 0.037964, -0.000862, 0.037578, -0.000792, 0.037208, -0.000715, 0.036845, -0.000593, 0.036543, -0.000344, 0.036296, 0.000063, 0.036153, 0.000780, 0.036368, 0.002045, 
0, 0,  98.0,  19.57,  0.057, 1.504, 25.24, 0.040708, -0.000461, 0.038950, -0.000631, 0.038420, -0.000833, 0.037953, -0.000853, 0.037572, -0.000792, 0.037201, -0.000728, 0.036848, -0.000575, 0.036518, -0.000343, 0.036292, 0.000062, 0.036157, 0.000772, 0.036376, 0.002028, 
0, 0,  98.0,  19.54,  0.057, 1.505, 25.30, 0.040450, 0.000432, 0.039028, -0.000832, 0.038470, -0.000910, 0.037952, -0.000852, 0.037576, -0.000792, 0.037202, -0.000729, 0.036843, -0.000587, 0.036540, -0.000338, 0.036278, 0.000063, 0.036133, 0.000761, 0.036351, 0.002050, 
0, 0,  98.0,  19.49,  0.056, 1.504, 25.31, 0.040449, 0.000430, 0.039030, -0.000835, 0.038473, -0.000910, 0.037954, -0.000854, 0.037578, -0.000793, 0.037196, -0.000728, 0.036844, -0.000588, 0.036535, -0.000338, 0.036273, 0.000055, 0.036151, 0.000751, 0.036378, 0.002035, 
0, 0,  98.0,  19.59,  0.056, 1.504, 25.32, 0.040453, 0.000422, 0.039028, -0.000834, 0.038471, -0.000911, 0.037951, -0.000852, 0.037574, -0.000792, 0.037199, -0.000731, 0.036843, -0.000591, 0.036537, -0.000346, 0.036291, 0.000048, 0.036153, 0.000762, 0.036339, 0.002020, 
0, 0,  98.0,  19.48,  0.057, 1.505, 25.34, 0.040451, 0.000425, 0.039026, -0.000835, 0.038468, -0.000910, 0.037947, -0.000852, 0.037572, -0.000790, 0.037196, -0.000730, 0.036841, -0.000589, 0.036539, -0.000352, 0.036280, 0.000046, 0.036126, 0.000731, 0.036353, 0.001970, 
0, 0,  98.0,  19.58,  0.056, 1.504, 25.38, 0.040450, 0.000426, 0.039027, -0.000837, 0.038470, -0.000911, 0.037951, -0.000854, 0.037577, -0.000793, 0.037198, -0.000730, 0.036842, -0.000592, 0.036543, -0.000346, 0.036269, 0.000035, 0.036142, 0.000702, 0.036362, 0.001963, 
0, 0,  98.0,  19.58,  0.056, 1.504, 25.39, 0.040452, 0.000418, 0.039027, -0.000837, 0.038470, -0.000913, 0.037951, -0.000854, 0.037576, -0.000793, 0.037199, -0.000730, 0.036837, -0.000591, 0.036534, -0.000364, 0.036285, 0.000016, 0.036129, 0.000720, 0.036331, 0.001992, 
0, 0,  98.0,  19.49,  0.056, 1.503, 25.40, 0.040449, 0.000426, 0.039030, -0.000840, 0.038472, -0.000913, 0.037953, -0.000856, 0.037569, -0.000791, 0.037196, -0.000731, 0.036847, -0.000585, 0.036525, -0.000345, 0.036276, 0.000026, 0.036127, 0.000744, 0.036351, 0.002005, 
0, 0,  98.0,  19.58,  0.056, 1.504, 25.36, 0.040451, 0.000419, 0.039025, -0.000838, 0.038467, -0.000911, 0.037947, -0.000853, 0.037573, -0.000792, 0.037199, -0.000730, 0.036844, -0.000599, 0.036540, -0.000347, 0.036272, 0.000051, 0.036122, 0.000715, 0.036330, 0.001964, 
