Type, Module, SOC(%), VDC[V], Avg-dV[V], Avg-dI[A], Temp[deg], R_1Hz, X_1Hz, R_2Hz, X_2Hz, R_4Hz, X_4Hz, R_8Hz, X_8Hz, R_16Hz, X_16Hz, R_31Hz, X_31Hz, R_62Hz, X_62Hz, R_125Hz, X_125Hz, R_250Hz, X_250Hz, R_500Hz, X_500Hz, R_1kHz, X_1kHz
0, 0,  98.0,  22.85,  0.069, 1.759, 25.76, 0.040661, 0.001437, 0.039875, 0.000251, 0.039881, -0.000010, 0.039731, -0.000236, 0.039557, -0.000455, 0.039253, -0.000652, 0.038857, -0.000731, 0.038443, -0.000664, 0.038063, -0.000452, 0.037757, -0.000031, 0.037735, 0.000730, 
0, 0,  98.0,  22.72,  0.069, 1.760, 25.82, 0.040657, 0.001440, 0.039873, 0.000251, 0.039876, -0.000010, 0.039726, -0.000236, 0.039551, -0.000454, 0.039250, -0.000650, 0.038859, -0.000731, 0.038446, -0.000660, 0.038054, -0.000448, 0.037738, -0.000036, 0.037725, 0.000771, 
0, 0,  98.0,  22.82,  0.069, 1.759, 25.80, 0.040655, 0.001443, 0.039872, 0.000250, 0.039876, -0.000009, 0.039727, -0.000237, 0.039556, -0.000455, 0.039252, -0.000649, 0.038857, -0.000736, 0.038447, -0.000660, 0.038062, -0.000451, 0.037750, -0.000042, 0.037753, 0.000736, 
0, 0,  98.0,  22.85,  0.069, 1.758, 25.83, 0.040652, 0.001445, 0.039872, 0.000250, 0.039876, -0.000010, 0.039726, -0.000238, 0.039554, -0.000456, 0.039250, -0.000646, 0.038857, -0.000733, 0.038443, -0.000651, 0.038048, -0.000438, 0.037734, -0.000045, 0.037716, 0.000750, 
0, 0,  98.0,  22.73,  0.069, 1.758, 25.83, 0.040649, 0.001447, 0.039872, 0.000250, 0.039876, -0.000009, 0.039728, -0.000237, 0.039548, -0.000455, 0.039248, -0.000648, 0.038861, -0.000730, 0.038432, -0.000647, 0.038051, -0.000469, 0.037745, -0.000028, 0.037745, 0.000759, 
0, 0,  98.0,  22.85,  0.069, 1.760, 25.77, 0.040650, 0.001439, 0.039867, 0.000251, 0.039871, -0.000010, 0.039720, -0.000236, 0.039547, -0.000454, 0.039248, -0.000646, 0.038852, -0.000732, 0.038438, -0.000659, 0.038045, -0.000444, 0.037737, -0.000047, 0.037722, 0.000746, 
0, 0,  98.0,  22.74,  0.069, 1.759, 25.80, 0.040650, 0.001433, 0.039865, 0.000253, 0.039871, -0.000010, 0.039724, -0.000237, 0.039548, -0.000454, 0.039239, -0.000650, 0.038849, -0.000729, 0.038437, -0.000670, 0.038065, -0.000463, 0.037762, -0.000043, 0.037719, 0.000712, 
0, 0,  98.0,  22.83,  0.069, 1.759, 25.77, 0.040649, 0.001435, 0.039863, 0.000251, 0.039868, -0.000011, 0.039720, -0.000236, 0.039547, -0.000455, 0.039245, -0.000647, 0.038847, -0.000735, 0.038441, -0.000665, 0.038059, -0.000449, 0.037747, -0.000029, 0.037742, 0.000735, 
0, 0,  98.0,  22.84,  0.069, 1.760, 25.81, 0.040646, 0.001439, 0.039862, 0.000251, 0.039865, -0.000009, 0.039715, -0.000236, 0.039541, -0.000452, 0.039238, -0.000650, 0.038850, -0.000725, 0.038434, -0.000663, 0.038046, -0.000446, 0.037732, -0.000027, 0.037706, 0.000740, 
0, 0,  98.0,  22.75,  0.069, 1.759, 25.79, 0.040643, 0.001441, 0.039862, 0.000251, 0.039865, -0.000010, 0.039716, -0.000237, 0.039545, -0.000455, 0.039243, -0.000646, 0.038853, -0.000732, 0.038435, -0.000646, 0.038034, -0.000449, 0.037756, -0.000055, 0.037743, 0.000760, 
0, 0,  98.0,  22.83,  0.069, 1.759, 25.82, 0.040645, 0.001433, 0.039861, 0.000252, 0.039866, -0.000010, 0.039718, -0.000236, 0.039544, -0.000453, 0.039240, -0.000648, 0.038845, -0.000727, 0.038434, -0.000664, 0.038056, -0.000448, 0.037750, -0.000055, 0.037713, 0.000692, 
