R_0.05Hz,R_0.1Hz,R_0.2Hz,R_0.4Hz,R_1.0Hz,R_10.0Hz,R_100.0Hz,R_1kHz,R_2.0Hz,R_20.0Hz,R_200.0Hz,R_4.0Hz,R_40.0Hz,R_400.0Hz,X_0.05Hz,X_0.1Hz,X_0.2Hz,X_0.4Hz,X_1.0Hz,X_10.0Hz,X_100.0Hz,X_1kHz,X_2.0Hz,X_20.0Hz,X_200.0Hz,X_4.0Hz,X_40.0Hz,X_400.0Hz,BATTERY_ID,MEASURE_ID
0.1048550622391102,0.1032866572480748,0.10212567450274516,0.10157156375004088,0.10044664491132531,0.0961259281668709,0.08808752232380877,0.08087510763648109,0.09954097680024704,0.09390805875571326,0.08557743044246945,0.09842362896085748,0.09143053070504195,0.08336547605191907,-0.0049607674948065,-0.0039612038562732346,-0.002804202342040228,-0.002235936321938708,-0.002349489484279637,-0.004247399696454144,-0.005273394402102281,-0.0033915640333912742,-0.002811319953946576,-0.004968868096537115,-0.004982982537781673,-0.003310337641363021,-0.0052776331746111375,-0.004392664843402177,3,03_9
