R_0.05Hz,R_0.1Hz,R_0.2Hz,R_0.4Hz,R_1.0Hz,R_10.0Hz,R_100.0Hz,R_1kHz,R_2.0Hz,R_20.0Hz,R_200.0Hz,R_4.0Hz,R_40.0Hz,R_400.0Hz,X_0.05Hz,X_0.1Hz,X_0.2Hz,X_0.4Hz,X_1.0Hz,X_10.0Hz,X_100.0Hz,X_1kHz,X_2.0Hz,X_20.0Hz,X_200.0Hz,X_4.0Hz,X_40.0Hz,X_400.0Hz,BATTERY_ID,MEASURE_ID
0.1078794643067879,0.10610760700726449,0.1049795157127807,0.1043079992398458,0.10300102057222527,0.09856850347788172,0.08798961085452653,0.0796516782394749,0.1022341890016624,0.09569197980960885,0.08490780718640403,0.10117289785481012,0.09248421100790755,0.08232003198702215,-0.005289809947312384,-0.004204409946857204,-0.002975996069710941,-0.0024252380741174107,-0.0024649518105900148,-0.005147652560457603,-0.006665675338680803,-0.0036065003435456397,-0.002987629506019419,-0.006329248859341592,-0.006018207375014988,-0.00361672354170424,-0.006810991331868341,-0.005089184464256405,2,02_4
