R_0.05Hz,R_0.1Hz,R_0.2Hz,R_0.4Hz,R_1.0Hz,R_10.0Hz,R_100.0Hz,R_1kHz,R_2.0Hz,R_20.0Hz,R_200.0Hz,R_4.0Hz,R_40.0Hz,R_400.0Hz,X_0.05Hz,X_0.1Hz,X_0.2Hz,X_0.4Hz,X_1.0Hz,X_10.0Hz,X_100.0Hz,X_1kHz,X_2.0Hz,X_20.0Hz,X_200.0Hz,X_4.0Hz,X_40.0Hz,X_400.0Hz,BATTERY_ID,MEASURE_ID
0.10600963463872079,0.10443448440584771,0.1032280951557772,0.10269667931713575,0.10165998684772001,0.09759077919402763,0.08806666007850554,0.08014044742604766,0.1008516237330284,0.09502070320298854,0.08518167058706652,0.09981402198800553,0.0921286402513973,0.08273687579193914,-0.005019773255616041,-0.004041974327497239,-0.002776075659679596,-0.002169915934832906,-0.002232834150472375,-0.004674542291105339,-0.006132011904744756,-0.003580824965765812,-0.002697792726757579,-0.005686257952418877,-0.005610864813183631,-0.0033375096443164533,-0.006179915163059406,-0.004832242365841272,3,03_4
